Date	TheAllstateCorporation_ALL_	VanguardTotalBondMarketIndexFund_BND_	BitcoinUSDPrice_BTCUSD_	IntelCorporation_INTC_	CoffeeFutures_KC_F_	NextEraEnergy_Inc__NEE_	NVIDIACorporation_NVDA_	Silver_SI_F_	SyscoCorporation_SYY_	UnitedHealthGroupIncorporated_UNH_	WalmartInc__WMT_	ExxonMobilCorporation_XOM_
2021-01-15	108.4	87.35	36754.67	57.58	128.15	82.04	12.86	24.83	75.57	351.3	48.21	47.89
2021-01-19	110.27	87.47	35917.28	57.99	127.15	82.81	13.03	25.28	74.87	352.19	47.8	48.84
2021-01-20	111	87.46	35503.09	58.67	125.2	84.05	13.37	25.73	77.02	350.84	48.5	49.53
2021-01-21	110.72	87.34	30855.95	62.46	126.45	83.71	13.87	25.82	76.83	355	48.28	48.11
2021-01-22	110.43	87.38	32984.93	56.66	124.05	84.21	13.71	25.52	75.19	347.55	48.78	47.43
2021-01-25	110.95	87.58	32261.87	55.44	123.25	86.87	13.65	25.45	73	347.81	48.73	46.9
2021-01-26	109.52	87.57	32510.82	55.21	124.5	85.23	13.44	25.53	74.17	343.11	49.17	45.87
2021-01-27	110.51	87.57	30407.13	53.59	125.5	80.19	12.92	25.38	72.02	332.99	47.95	45.35
2021-01-28	109.3	87.5	33488.99	56.07	124	82.46	13.05	25.91	74.15	338.15	47.92	46.06
2021-01-29	107.18	87.43	34262.11	55.51	122.95	80.87	12.99	26.9	71.51	333.58	46.83	44.84
2021-02-01	108.71	87.32	33533.19	56.69	125.35	81.7	13.24	29.4	71.57	334	46.42	44.92
2021-02-02	110.79	87.21	35512.67	58	123.4	82.93	13.56	26.38	73.03	338.72	46.92	45.63
2021-02-03	109	87.06	37678.37	57.68	123.95	83.05	13.53	26.88	76.4	337.89	47.07	47.42
2021-02-04	107.13	87.08	36975	58.79	124.05	83	13.66	26.22	76.52	329.32	47.51	48.33
2021-02-05	106.92	86.96	38311.49	58.18	124.5	83.6	13.59	27.01	77.08	324.51	48.12	49.95
2021-02-08	107.38	87.06	46448.1	59.16	124.1	83.4	14.44	27.57	76.92	324.34	48.34	52.1
2021-02-09	107.88	87.02	46514.73	58.78	122.95	83.83	14.26	27.4	76.21	329.63	48.61	50.63
2021-02-10	105.6	87.16	44850	58.86	121.1	83.91	14.76	27.07	76.14	333.4	48.04	51.12
2021-02-11	104.48	87.07	47997.91	60.66	121.2	83.95	15.25	27.04	76.22	333.07	48.01	49.84
2021-02-12	104.43	86.84	47408.34	61.81	121.15	83.13	14.96	27.32	76.24	328.24	48.16	50.52
2021-02-16	103.21	86.43	49158.71	62.47	124.35	81.19	15.33	27.32	76.39	324.62	48.55	52.04
2021-02-17	104.86	86.61	52170.01	61.85	125.7	80.68	14.91	27.31	74.89	326.86	49.07	52.85
2021-02-18	105.08	86.56	51601.73	61.61	127.6	80.73	14.83	27.08	74.93	328.41	45.89	52.02
2021-02-19	103.45	86.26	55983.56	63.01	127.5	78.1	14.93	27.25	76.71	324.58	46.11	52.37
2021-02-22	105.31	86.02	54142.13	60.71	133.45	75.1	14.36	28.08	78.66	327.64	45.9	54.3
2021-02-23	108.01	86	48899.99	61.12	136.85	74.71	14.14	27.69	79.13	329.51	45.16	55.05
2021-02-24	108.36	85.95	49737.82	63.19	135.65	73.76	14.5	27.86	80.98	332.21	44.4	56.7
2021-02-25	108.83	85.2	47058.48	60.4	139.2	74.06	13.31	27.64	80.4	328.87	43.98	55.76
2021-02-26	106.6	85.94	46326.2	60.78	136.85	73.48	13.71	26.4	79.63	332.22	43.31	54.37
2021-03-01	109.72	85.7	49639.4	62.88	135.15	75.91	13.84	26.65	80.91	334.65	43.79	56.4
2021-03-02	110.49	85.69	48511.6	61.24	133.2	75.54	13.41	26.85	80.03	334.64	43.37	56.07
2021-03-03	111.26	85.42	50360	59.9	131.15	72.52	12.8	26.36	81.5	332.87	42.53	56.52
2021-03-04	109.35	85.15	48368.52	58.33	128.4	71.29	12.37	25.43	79.42	333.81	42.51	58.71
2021-03-05	111.62	85.1	48769.47	60.74	128.75	70.7	12.46	25.26	81.79	347.1	43.04	60.93
2021-03-08	113.28	84.71	52415.23	59.85	129.05	70.86	11.59	25.24	81.7	350.17	42.63	60.87
2021-03-09	111.59	84.99	54916.38	62.67	128.9	74.02	12.52	26.15	79.36	351.98	42.96	59.93
2021-03-10	113.71	85.15	55890.69	62.25	129.35	74.46	12.47	26.1	81.23	349.6	44.06	61.77
2021-03-11	113.76	85.16	57815.47	63.31	131.8	74.86	12.99	26.16	81.03	353.1	44.04	61.31
2021-03-12	115.74	84.65	57225.91	62.9	132.45	75.67	12.86	25.88	83.4	356.02	44.71	61.97
2021-03-15	117.27	84.75	55636.15	63.79	131.45	75.52	13.19	26.25	83.24	353.88	44.48	60.39
2021-03-16	115.84	84.74	56927.11	64.78	133.8	75.38	13.29	25.97	80.45	354.6	44.46	59.11
2021-03-17	115.84	84.71	58925.54	65.78	132.85	72.96	13.34	26.03	80.76	352.18	44.09	59.37
2021-03-18	116.04	84.36	57644.95	63.73	126.4	71.13	12.72	26.32	78.82	362.05	43.34	56.81
2021-03-19	113.24	84.43	58039.66	63.76	125.45	70.84	12.85	26.29	79.7	365.58	43.91	56.49
2021-03-22	112.24	84.67	54110.07	65.63	130.1	71.69	13.19	25.74	78.6	366.86	44.12	55.91
2021-03-23	111.86	84.86	54345.54	63.48	127.6	74.02	13.07	25.2	77.78	368.5	44.65	55.22
2021-03-24	112.85	84.99	52276.16	62.04	126.5	72.83	12.64	25.2	77.65	370.6	44.37	56.34
2021-03-25	114.71	84.93	51325.01	62.02	126.6	73.45	12.54	25.02	79.59	371.09	44.67	56.18
2021-03-26	116.03	84.78	55072.44	64.87	128.5	74.06	12.84	25.09	80.63	376.48	45.04	57.71
2021-03-29	116.8	84.67	57613.48	64.5	127.05	74.8	12.95	24.75	79.03	379.06	45.56	57.4
2021-03-30	117.11	84.76	58786.46	63.77	122.6	74.22	12.87	24.12	79.89	373.56	45.25	56.69
2021-03-31	114.9	84.72	58800	64	123.5	75.61	13.35	24.52	78.74	372.07	45.28	55.83
2021-04-01	116.03	84.8	58726.48	64.55	121.6	75.77	13.81	24.93	77.99	367.07	45.21	57.39
2021-04-05	117.49	84.67	59123.02	66.54	122.1	76.78	13.99	24.76	79.28	370.18	46.48	56.5
2021-04-06	117.83	84.97	58019.98	65.56	126.85	77.56	13.86	25.21	81.25	364.37	46.7	56.34
2021-04-07	116.38	84.87	55955.75	66.25	126.75	77.41	14.14	25.23	80.65	365.64	46.6	56.59
2021-04-08	117.05	85.06	58083.1	67.05	127.85	77.76	14.32	25.57	80.61	364.89	46.57	56
2021-04-09	117.1	84.95	58092.68	68.26	127.25	77.94	14.4	25.31	80.86	376.3	46.59	55.87
2021-04-12	119.36	84.93	59839.82	65.41	128.1	77.64	15.21	24.85	81.57	376.28	46.6	55.5
2021-04-13	119.19	85.15	63588.22	65.22	130.05	79.04	15.68	25.42	80.48	374.5	46.46	55.71
2021-04-14	120.42	85.09	62971.8	64.19	132.1	79.13	15.28	25.51	80.53	375.63	46.44	57.32
2021-04-15	121.59	85.45	63229.04	65.02	132.7	80.18	16.14	25.96	80.58	390.01	46.72	56.98
2021-04-16	122.2	85.22	61427.27	64.75	129.15	80.94	15.91	26.1	80.56	391.01	46.87	56.66
2021-04-19	122.84	85.17	55696.83	63.63	129.85	79.79	15.36	25.83	81.08	389.84	46.57	56.48
2021-04-20	122.87	85.31	56499.29	62.7	132.45	80.53	15.17	25.83	80.31	396.53	46.93	55.29
2021-04-21	123.9	85.4	53800.86	63.7	132.2	77.97	15.36	26.57	82.4	398.81	47.07	56
2021-04-22	123.66	85.44	51701.59	62.57	134.3	78.32	14.85	26.17	82.38	396.54	46.56	55.27
2021-04-23	125.05	85.45	51187.27	59.24	136.85	78.24	15.27	26.08	82.64	400.31	46.63	55.57
2021-04-26	125.3	85.39	54053.6	58.76	141.75	77.93	15.48	26.21	82.28	395.86	45.97	55.68
2021-04-27	125.84	85.17	55069.62	57.97	144.35	77.28	15.38	26.41	83.29	394.5	46.13	56.41
2021-04-28	125.35	85.21	54894.03	57.62	144.3	77.09	15.28	26.08	83.24	394.59	45.96	58.11
2021-04-29	127.87	85.14	53580	58.28	141.4	77.22	15.32	26.05	84.17	401.55	46.54	58.94
2021-04-30	126.8	85.26	57798.77	57.53	139.95	77.51	15.01	25.85	84.73	398.8	46.64	57.24
2021-05-03	128.13	85.15	57212.73	57.26	138.75	76.7	14.84	26.94	84.04	405.9	47.37	58.82
2021-05-04	127.84	85.26	53241.92	56.9	138.9	75.69	14.35	26.54	83.18	411.34	46.91	59.19
2021-05-05	127.45	85.31	57515.69	56.85	148.5	73.78	14.46	26.5	83.04	412.5	46.87	60.97
2021-05-06	132.62	85.35	56440.66	57.19	153.5	74.01	14.52	27.46	85.38	414.97	47.02	61.55
2021-05-07	132.26	85.36	57380.39	57.67	152.3	74.53	14.81	27.46	86.26	417.65	46.73	62.43
2021-05-10	134.49	85.16	55866.41	55.97	147.6	74.8	14.27	27.48	85.64	420.89	46.94	62.58
2021-05-11	134.13	84.99	56753.19	55.04	147.9	74.07	14.31	27.66	83.98	411.7	46.52	60.59
2021-05-12	132.75	84.69	49498.77	53.62	145.75	71.54	13.76	27.23	81.72	405.37	45.31	60.04
2021-05-13	137.52	84.86	49690.11	54.01	145.65	72.63	13.67	27.04	83.12	408.56	46.08	59.3
2021-05-14	139.26	85.06	49893.48	55.35	144.25	73.12	14.24	27.35	84	409.8	46.51	60.77
2021-05-17	139.02	84.98	43580.5	55.33	145	71.9	14.17	28.26	84.13	408.63	46.3	62.19
2021-05-18	137.13	84.89	42857.15	54.84	151.8	72.29	14.02	28.31	82.91	410.38	47.3	60.43
2021-05-19	135.69	84.8	36731.75	55.36	150.95	72.66	14.07	28.01	81.14	409.5	47.31	58.98
2021-05-20	136.09	85.08	40623.33	55.95	150.95	74.29	14.61	28.05	80.17	408.64	47.47	58.84
2021-05-21	137.43	85.1	37340.77	56.08	150.1	74.44	14.99	27.47	80.51	411.63	47.25	58.92
2021-05-24	137.24	85.2	38878.56	56.96	149	74.03	15.61	27.89	80.37	410.95	47.25	59.61
2021-05-25	135.15	85.42	38361.81	56.87	150.5	73.37	15.65	28.04	81.51	413.05	47.45	58.26
2021-05-26	135.57	85.39	39293.23	56.92	155.7	73.47	15.7	27.85	81.09	413.21	47.39	58.94
2021-05-27	136.3	85.27	38556.88	57.73	155.35	73	15.49	27.92	80.44	412.7	47.23	58.56
2021-05-28	136.61	85.26	35680.47	57.12	162.35	73.22	16.24	27.99	81	411.92	47.34	58.37
2021-06-01	138.02	85.12	36685	56.89	161.05	72.12	16.26	28.08	81.45	406.72	47.22	60.46
2021-06-02	138.14	85.21	37577.91	57.48	161.15	72.71	16.78	28.19	80.68	405.85	47.12	60.94
2021-06-03	136.26	85.05	39248.55	56.24	157.6	72.37	16.97	27.46	80.29	407.96	47.2	61.18
2021-06-04	136.23	85.39	36856.52	57.37	161.65	72.34	17.58	27.88	79.61	405.64	47.28	61.45
2021-06-07	134.49	85.33	33575.91	57.09	160.15	72.47	17.62	28	79.83	400.25	46.97	61.05
2021-06-08	134.58	85.49	33402.13	57	157.7	72.14	17.46	27.72	80.31	401.74	46.61	62.13
2021-06-09	133.03	85.66	37403.86	57	157.2	72.45	17.36	27.99	79.46	401.1	46.36	62.65
2021-06-10	131.41	85.84	36694.05	57.38	158.7	73.51	17.43	28.01	78.93	401.49	46.63	62.75
2021-06-11	131.73	85.82	37338.44	57.85	157.45	73.49	17.83	28.13	79.87	397.89	46.92	62.17
2021-06-14	130.98	85.6	40539.47	58.19	154.1	73.31	18.02	28.02	79.4	399.16	46.85	62.07
2021-06-15	132.11	85.6	40162.37	57.99	151.2	73.43	17.79	27.68	79.22	400.28	46.67	64.33
2021-06-16	130.44	85.36	38351	57.22	153.35	73.3	17.81	27.8	77.44	397.25	45.72	64.1
2021-06-17	126.55	85.65	38095.17	57.18	149.55	74.58	18.66	25.84	76.04	397.35	45.91	61.99
2021-06-18	124.04	85.92	35841.81	55.67	149.9	73.28	18.64	25.96	74.71	389.37	45.06	60.4
2021-06-21	128.16	85.62	31609.82	55.87	152.35	74.33	18.43	26.01	77.36	398.07	45.47	62.59
2021-06-22	128.5	85.74	32538.37	55.87	151.25	74.11	18.89	25.85	77.13	398.69	45.68	63.79
2021-06-23	127.82	85.68	33688.35	55.26	153.15	73.35	19.06	26.11	77.27	395.56	45.32	64.26
2021-06-24	128.93	85.72	34654.58	56.07	152.4	72.88	19.21	26.05	77.23	398.87	45.64	64.52
2021-06-25	130.78	85.56	31594.63	55.91	157.25	73.86	19.03	26.08	77.04	404.95	46.18	64.66
2021-06-28	129.75	85.79	34493.22	57.48	162.25	75.15	19.99	26.22	76.22	401.46	46.03	63.01
2021-06-29	129.57	85.83	35904.28	56.75	159.7	74.08	20.03	25.87	75.68	398.1	45.77	62.62
2021-06-30	130.44	85.89	35060	56.14	159.35	73.28	20	26.17	77.75	400.44	47.01	63.08
2021-07-01	132.79	85.75	33516.11	56.01	156	74.19	20.21	26.08	76.82	404.89	46.44	63.26
2021-07-02	133.23	85.9	33805.02	56.76	152.55	74.28	20.49	26.48	76.59	409.36	46.7	63.17
2021-07-06	131.7	86.21	34225.73	56.09	147.9	75.13	20.7	26.15	75.34	410.26	46.65	61.37
2021-07-07	133.09	86.39	33878.56	55.96	149.75	75.33	20.37	26.11	74.85	411.66	46.57	60.41
2021-07-08	130.4	86.47	32875.95	55.39	152.05	75.13	19.9	25.97	74.29	409.95	46.53	60.14
2021-07-09	133.47	86.2	33824.26	55.99	151.3	74.99	20.05	26.21	76.14	412.11	46.77	61.23
2021-07-12	134.57	86.17	33091.1	56.73	153.85	75.09	20.51	26.22	75.23	416.04	46.68	61.17
2021-07-13	132.28	85.9	32734.14	56.87	152.1	74.86	20.25	26.11	73.31	418.54	46.86	60.88
2021-07-14	131.69	86.19	32816.39	56.52	156.45	75.7	19.84	26.25	73.22	414.74	47.18	59.53
2021-07-15	130.49	86.4	31868.68	55.81	156.9	76.82	18.97	26.38	72.59	420.05	47.22	58.95
2021-07-16	130.45	86.32	31388.06	54.97	161.2	77.92	18.16	25.78	71.58	419.7	47.19	57.32
2021-07-19	127.49	86.81	30842.03	54.64	155.25	76.99	18.78	25.13	70.47	409.06	47.08	55.35
2021-07-20	127.83	86.72	29796.16	55.24	165.65	77.17	18.61	24.98	72.67	412.97	47.29	55.96
2021-07-21	128.79	86.44	32135.19	56.23	176	75.88	19.41	25.24	73.27	414.64	47.06	57.76
2021-07-22	128.25	86.63	32287.74	55.96	193.65	76.12	19.59	25.36	71.96	415.77	47.09	57.11
2021-07-23	129.74	86.53	33647.26	53	189	77.2	19.56	25.22	72.87	417.7	47.48	57.04
2021-07-26	130.5	86.48	37262.77	54.31	207.8	76.91	19.29	25.3	73.32	413.54	47.54	58.48
2021-07-27	131.45	86.7	39470.48	53.18	201.75	77.86	19.21	24.63	73.59	415.1	47.55	57.83
2021-07-28	130.41	86.78	40035.1	53.07	200.45	77.85	19.5	24.86	73.65	409.17	47.35	58.22
2021-07-29	132.52	86.63	40039.44	53.7	196.5	78.16	19.66	25.76	75.08	412.08	47.41	58.93
2021-07-30	130.05	86.76	42237.95	53.72	179.55	77.9	19.5	25.53	74.2	412.22	47.52	57.57
2021-08-02	129.76	86.83	39149.59	53.68	172.8	78.81	19.75	25.56	73.18	415.57	47.41	57.58
2021-08-03	130.71	86.85	38191.44	54.06	174.85	79.42	19.82	25.57	72.56	421.9	47.94	58.2
2021-08-04	128.93	86.85	39722.41	53.9	175.65	79.87	20.27	25.45	71.75	421.54	47.61	56.84
2021-08-05	127.93	86.65	40888.74	53.89	176.9	80.49	20.64	25.28	73.52	411.19	48.5	57.2
2021-08-06	130.82	86.24	42869.58	53.92	176	80.61	20.37	24.31	73.92	415.12	48.41	57.86
2021-08-09	132.68	86.08	46285.48	54.05	179.35	80.56	20.3	23.25	73.45	410.87	48.53	57.2
2021-08-10	134.33	85.95	45595.66	53.94	182	80.53	19.94	23.38	78.24	411.78	49.56	58.18
2021-08-11	135.61	86.01	45553.49	54.14	183.85	82.37	19.7	23.47	78.16	407.74	50	58.35
2021-08-12	135.25	86.02	44422.14	53.54	186.55	83	19.91	23.1	78.78	405.96	49.69	57.35
2021-08-13	135.06	86.36	47833.64	53.49	182.75	83.45	20.19	23.77	79.44	409.67	49.84	56.77
2021-08-16	136.54	86.44	45902.46	53.47	183.2	83.95	19.95	23.78	79.33	417.21	50.25	55.94
2021-08-17	134.73	86.35	44671.58	52.69	178.95	83.96	19.46	23.65	78.67	421.78	50.23	55.56
2021-08-18	134.31	86.33	44707.98	52.19	179.7	84.42	19.04	23.41	76.94	417.32	49.7	54.39
2021-08-19	134.03	86.52	46765.87	52.44	178.2	84.55	19.8	23.22	75.55	427.89	50.04	52.73
2021-08-20	134.56	86.5	49342.4	52.01	178.25	86.28	20.82	23.1	76.79	429.71	50.48	52.74
2021-08-23	137.33	86.52	49506.5	53.23	179.95	84.4	21.96	23.65	77.56	425.36	50.15	54.91
2021-08-24	136.95	86.35	47682.45	53.81	183.3	84.14	21.79	23.89	78.45	423.41	49.63	55.36
2021-08-25	137.87	86.21	48987.33	53.81	184.05	84.53	22.21	23.77	79.15	419.74	49.65	55.46
2021-08-26	136.22	86.22	46851.47	53.13	185.65	83.81	22.07	23.55	79.02	416.85	49.12	54.71
2021-08-27	137.51	86.47	49077.57	53.89	189.5	83.41	22.64	24.06	80.25	418.76	48.84	55.77
2021-08-30	134.52	86.57	46993.71	53.94	197.4	83.95	22.69	23.96	78.99	418.3	49.23	55.16
2021-08-31	135.28	86.46	47112.5	54.06	193.45	83.99	22.39	23.96	79.65	416.27	49.37	54.52
2021-09-01	134.27	86.34	48839.86	53.67	193.2	85.34	22.44	24.18	78.99	417.35	49.26	53.77
2021-09-02	133.97	86.46	49279.37	53.73	191.9	86.48	22.4	23.88	78.36	423.71	49.52	55.08
2021-09-03	133.97	86.28	50025	53.51	190.55	85.69	22.84	24.76	77.35	422.86	49.75	54.87
2021-09-07	131.47	86.03	46894.5	53.65	191.5	85.03	22.66	24.33	77.14	421.24	49.09	54.55
2021-09-08	132.82	86.17	46060.36	53.57	187.75	86.44	22.34	24.01	76.41	415.39	49.15	54.05
2021-09-09	132.09	86.48	46400	53.4	185	85.84	22.18	24.13	77.97	414.55	48.81	54.09
2021-09-10	131.55	86.27	44851.45	53.84	185.6	84.93	22.48	23.85	76.56	403.91	48.63	53.98
2021-09-13	133.27	86.4	44947.72	54.99	184.35	84.58	22.15	23.75	76.87	414.52	48.35	55.37
2021-09-14	132.13	86.61	47127.22	54.52	183	84.64	22.24	23.84	75.78	412.54	48.1	54.58
2021-09-15	131.69	86.53	48148.12	55.12	187	84.61	22.34	23.76	76.27	417.52	48.18	56.42
2021-09-16	131.48	86.37	47753.16	54.83	187.8	84	22.24	22.75	76.76	416.84	48.34	55.82
2021-09-17	131.03	86.26	47303.5	54.26	187.3	81.64	21.9	22.3	76.09	420.16	48.24	55.16
2021-09-20	129.59	86.5	43012.97	52.98	183.5	81.69	21.11	22.16	76.14	412.7	47.58	53.69
2021-09-21	129.6	86.48	40719.6	52.87	183.35	81.92	21.25	22.57	76.47	412.34	47.67	53.64
2021-09-22	130.36	86.57	43575.1	53.5	184.85	81.9	21.94	22.87	77.7	408.7	47.56	55.21
2021-09-23	130.81	86.11	44897.59	54.03	190.6	81.27	22.48	22.64	79.79	408.03	47.59	57.08
2021-09-24	130.5	85.93	42848.92	54.22	194.35	80.7	22.08	22.39	80.48	407.08	47.72	57.59
2021-09-27	130.4	85.83	42171.76	54.66	193.65	78.76	21.66	22.66	81.66	405.27	47.42	59.3
2021-09-28	127.99	85.46	41026.07	54	198.6	77.27	20.7	22.43	80.7	398.62	46.83	59.92
2021-09-29	129.33	85.47	41522.16	53.49	193.4	78.35	20.52	21.46	80.93	400.41	46.81	59.88
2021-09-30	127.31	85.45	43824.43	53.28	194	78.52	20.72	22.02	78.5	390.74	46.46	58.82
2021-10-01	127.72	85.61	48165.76	53.86	204.05	79.21	20.74	22.51	80.82	392.43	45.68	60.93
2021-10-04	126.61	85.55	49245.54	53.47	200.35	79.36	19.73	22.62	81.42	387.01	45.24	61.72
2021-10-05	128.13	85.34	51493.99	53.95	191.9	79.48	20.45	22.58	80.74	393.43	45.54	61.62
2021-10-06	127.49	85.38	55339.48	53.98	193.45	81.18	20.7	22.51	81.11	394.25	45.87	60.49
2021-10-07	127.34	85.14	53797.82	54.18	197.9	80.92	21.08	22.63	82.87	404.7	46.41	60.66
2021-10-08	126.88	84.93	53963.82	53.81	201.35	80.21	20.83	22.68	83.35	408.46	46.55	62.18
2021-10-11	127.96	84.8	57487.44	53.44	204.25	77.83	20.7	22.64	82.86	404.99	46.51	61.56
2021-10-12	126.81	85.11	56005.1	52.17	213.15	78.87	20.67	22.49	83.06	403.24	46.46	61.24
2021-10-13	125.7	85.34	57367.32	52.26	208.65	80.19	20.94	23.15	81.84	403.55	46.12	61.07
2021-10-14	126.81	85.49	57359.51	53.9	209.25	81.46	21.75	23.46	82.23	420.36	46.62	62
2021-10-15	126.76	85.28	61695.39	54.46	203.4	81.67	21.86	23.33	82.22	428.07	46.85	62.59
2021-10-18	126.05	85.23	62042.41	54.47	201.6	80.99	22.22	23.24	81.3	424.62	47.23	62.56
2021-10-19	126.5	84.99	64303.14	55.21	204.25	82.03	22.29	23.86	81.34	424.38	48.23	63.5
2021-10-20	128.34	84.89	66026.54	55.37	205.55	83.92	22.1	24.42	79.82	435.09	48.67	63.85
2021-10-21	126.77	84.77	62204.02	56	203.3	83.81	22.69	24.15	79.63	442.28	48.94	62.69
2021-10-22	128	84.95	60687.64	49.46	199.85	84.42	22.73	24.43	78.68	449.16	49.45	63.12
2021-10-25	129	84.99	63083.54	49.41	202.55	84.29	23.17	24.57	78.05	449.49	50.02	64.35
2021-10-26	128.32	85.16	60337.62	48.28	208.1	85.47	24.72	24.09	77.04	454.64	49.58	65.84
2021-10-27	124.9	85.47	58455.47	47.89	201.35	85.01	24.45	24.19	76.42	453.48	49.18	64.13
2021-10-28	126.22	85.36	60591.65	48.08	199.95	86.42	24.94	24.12	76.64	455.44	49.48	64.31
2021-10-29	123.67	85.38	62276.72	49	203.95	85.33	25.57	23.94	76.9	460.47	49.81	64.47
2021-11-01	123.51	85.18	60949.54	49.55	208.7	85.59	25.83	24.06	78.37	454.11	49.93	65.63
2021-11-02	125.18	85.34	63266.51	49.86	208.05	85.42	26.4	23.5	77.61	452.04	49.91	64.82
2021-11-03	126.12	85.19	62935.41	50.39	209.3	85.24	26.6	23.23	77.38	457.33	50.06	63.93
2021-11-04	117.1	85.58	61444.5	50.31	208.6	84.76	29.8	23.91	77.71	456.76	50.43	64.41
2021-11-05	117.16	85.84	61006.15	50.92	203.55	85.53	29.75	24.15	81.31	455.81	50.08	65.02
2021-11-08	117.06	85.65	67554.84	51.55	199.65	84.59	30.8	24.54	80.41	462.62	49.76	65.72
2021-11-09	115.19	85.89	66944.66	51.2	205.9	84.94	30.66	24.31	79.6	464.35	49.93	66.36
2021-11-10	114.11	85.31	64912.2	50.76	204	85.2	29.46	24.77	78.55	459.9	49.48	64.19
2021-11-11	114.66	85.17	64807.59	50.53	210.9	85.37	30.39	25.3	77.57	457.39	49.5	64.31
2021-11-12	114.71	85.18	64147.9	50.31	219.7	86.31	30.39	25.34	76.21	458.99	49.25	63.82
2021-11-15	114.8	84.83	63624.59	50.32	222.75	87.34	30.03	25.11	76.43	450.8	48.97	64.37
2021-11-16	115.35	84.77	60107.98	50.61	222.05	86.98	30.2	24.94	76.53	449.62	47.72	65.02
2021-11-17	113.23	84.95	60351.51	50.23	232.6	87.78	29.26	25.17	75.66	448.95	47.31	64.31
2021-11-18	113.06	85.05	56898	49.68	228.95	87.6	31.68	24.9	74.93	449.47	47.72	63.61
2021-11-19	111.94	85.23	58122.16	49.52	233.3	88.31	32.99	24.78	74.17	440	47.46	60.67
2021-11-22	113.55	84.81	56280.81	49.83	231.35	87.36	31.96	24.3	75.37	437.54	48.26	61.51
2021-11-23	114.9	84.47	57566.85	49.1	242.55	87.31	31.75	23.43	76.51	447.13	48.6	63.13
2021-11-24	114.7	84.67	57162.66	49.76	246.3	87.21	32.67	23.5	76.33	450.16	48.85	63.48
2021-11-26	115.12	85.27	53757.67	48.78	243.85	86.09	31.5	23.11	72.73	439.91	48.3	61.25
2021-11-29	113.14	85.26	57838.06	50	233.85	88.66	33.38	22.8	73.2	452	47.54	61.59
2021-11-30	108.72	85.42	56987.97	49.2	233.25	86.78	32.68	22.76	70.04	444.22	46.88	59.84
2021-12-01	107.13	85.34	57226.5	48.6	234.2	87.84	31.44	22.3	68.07	444.34	45.71	59.79
2021-12-02	109.68	85.35	56521.46	49.5	237.45	88.62	32.13	22.28	70.18	446.02	45.16	61.28
2021-12-03	108.32	85.68	53638.04	49.25	244.05	88.03	30.69	22.44	69.98	449.32	45.84	60.89
2021-12-06	109.78	85.45	50529.56	50.99	250.2	89.15	30.04	22.23	72.99	460.11	46.33	61.58
2021-12-07	110.24	85.26	50625.48	52.57	243.9	90.41	32.43	22.49	72.92	464.73	46.18	62.27
2021-12-08	109.02	85	50519.68	51.75	244.75	90.32	31.83	22.39	73.5	468.86	45.72	62.45
2021-12-09	107.67	85.04	47568.43	50.48	240.35	89.91	30.49	21.97	73.87	473.32	46.17	62.61
2021-12-10	108.02	85.07	47170.94	50.59	232.7	90.28	30.2	22.16	73.67	478.23	47.01	63.01
2021-12-13	108.2	85.36	46727.89	50	236.7	91.74	28.16	22.29	73.38	478.14	47.86	61.63
2021-12-14	110.71	85.22	48367.43	49.7	237.15	90.03	28.34	21.89	73.52	479.46	48.31	61.54
2021-12-15	113.52	85.11	48884.78	50.67	237.4	92	30.46	21.51	74.57	494.38	48.59	61.27
2021-12-16	115.82	85.22	47634.22	50.83	236.95	92.23	28.39	22.45	74.01	492.86	47.78	61.37
2021-12-17	114.14	85.37	46166.5	50.62	235.9	90.94	27.8	22.51	72.11	487.12	46.25	60.03
2021-12-20	112.31	85.23	46926.07	49.6	224.4	89.94	27.72	22.27	71.21	483.73	46.4	59.16
2021-12-21	113.32	85.14	48914.7	50.77	228.25	90.45	29.08	22.5	74.49	487.21	46.54	60.5
2021-12-22	113.42	85.23	48608.62	50.97	233.55	90.8	29.4	22.79	75.27	494.13	46.6	60.99
2021-12-23	114.13	84.83	50842.2	51.31	231.2	90.7	29.64	22.93	76.65	495.38	46.5	61.02
2021-12-27	116.08	84.87	50717.77	51.94	227.05	91.32	30.95	22.98	77.51	499.5	46.92	61.89
2021-12-28	117.09	84.86	47543.09	51.76	225.6	91.88	30.32	23.11	78.32	502.94	47.59	61.69
2021-12-29	117.95	84.58	46471.24	51.83	228.9	91.99	30	22.85	77.94	505.58	47.57	61.15
2021-12-30	117.68	84.77	47122.08	51.74	228.85	92.77	29.59	23.03	78	504.43	47.72	60.79
2021-12-31	117.65	84.75	46211.24	51.5	226.1	93.36	29.41	23.33	78.55	502.14	48.23	61.19
2022-01-03	118.27	84.18	46459.56	53.21	223.3	91.66	30.12	22.79	78.95	502.28	48.22	63.54
2022-01-04	121.13	84.17	45814.61	53.14	231.75	90.68	29.29	23.04	80.88	490.9	47.33	65.93
2022-01-05	121.02	83.88	43436.04	53.87	231.75	89.73	27.6	23.15	80.2	489.69	47.97	66.75
2022-01-06	122.4	83.79	43083.76	54.01	231.7	85.77	28.18	22.17	79.67	469.65	47.84	68.32
2022-01-07	125.95	83.56	41565.18	53.44	238.45	86.41	27.25	22.39	80.46	458.6	48.3	68.88
